BirthPlace,MLB,NBA,NFL,Total,Rank
"Holyrood, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Stanley, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Graceville, MN",1051.0,1347.0,1347.0,3745.0,2320.0
"Madison, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Intercourse, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Leesport, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Hill City, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"McCloud, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Southborough, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Leslie, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Machynlleth, Powys",1051.0,1347.0,1347.0,3745.0,2320.0
"Grove Hill, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Hoyleton, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Leoti, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Sebastian, FL",1051.0,1347.0,1347.0,3745.0,2320.0
"Spring Grove, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Guadalajara, Jalisco",1051.0,1347.0,1347.0,3745.0,2320.0
"Sparta, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Leamington, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Leningrad, PR",1051.0,1347.0,1347.0,3745.0,2320.0
"Leapwood, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Madrid, Madrid",1051.0,1347.0,1347.0,3745.0,2320.0
"Holcomb, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Spring Garden, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Magnolia, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Konawa, OK",1051.0,1347.0,1347.0,3745.0,2320.0
"Lebanon, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Kos, Dodescanese Isl.",1051.0,1347.0,1347.0,3745.0,2320.0
"McLoud, OK",1051.0,1347.0,1347.0,3745.0,2320.0
"Lebanon, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Spencer, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Holliday, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Hortonville, WI",1051.0,1347.0,1347.0,3745.0,2320.0
"Horsham, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Linwood, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Grovedale, Victoria",1051.0,1347.0,1347.0,3745.0,2320.0
"Lecompte, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Spearsville, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Le Grand, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Maam, PR",1051.0,1347.0,1347.0,3745.0,2320.0
"Mahnomen, MN",1051.0,1347.0,1347.0,3745.0,2320.0
"Glen Riddle Lima, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Mallard, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Gore Bay, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Holstein, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Gordonsville, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Littleton, NH",1051.0,1347.0,1347.0,3745.0,2320.0
"Lawrenceburg, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Gurley, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Knob Noster, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Shohola, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Strafford, VT",1051.0,1347.0,1347.0,3745.0,2320.0
"Goose Creek, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Hooper, NE",1051.0,1347.0,1347.0,3745.0,2320.0
"Goodwins Mills, ME",1051.0,1347.0,1347.0,3745.0,2320.0
"Hinckley, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Hoosick Falls, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Maidsville, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Ruby, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Martell, NE",1051.0,1347.0,1347.0,3745.0,2320.0
"Lawrenceville, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Strykersville, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"McCoysville, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lawton, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Stuart, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Sandy Hill, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"Sturbridge, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Shiner, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Sandwich, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Hodge, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Springerville, AZ",1051.0,1347.0,1347.0,3745.0,2320.0
"Lynn, NH",1051.0,1347.0,1347.0,3745.0,2320.0
"Lafferty, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Sheffield, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Hanover County, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Sardis, MS",1051.0,1347.0,1347.0,3745.0,2320.0
"Granville, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Hartsdale, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Salitpa, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Maricopa, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Ladner, BC",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithfield, UT",1051.0,1347.0,1347.0,3745.0,2320.0
"Grantville, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Salt Rock, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Marengo, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Lincoln, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Hancock, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Grantham, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Lakehurst, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"Marengo, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Marengo, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lakeville, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithville, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Granite Quarry, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Graniteville, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithville, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Marion, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Hartland, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Greensburg, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithtown, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Lordsburg, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Marburg, Hesse",1051.0,1347.0,1347.0,3745.0,2320.0
"Hatboro, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"St. Helens, OR",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithland, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lakenheath, Suffolk",1051.0,1347.0,1347.0,3745.0,2320.0
"Slovan, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Scarborough, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Lake Park, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Hanover, WI",1051.0,1347.0,1347.0,3745.0,2320.0
"Lillian, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Harrisburg, AR",1051.0,1347.0,1347.0,3745.0,2320.0
"Kapuskasing, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Harbor Beach, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Laguna Beach, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Mason, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Shaw, MS",1051.0,1347.0,1347.0,3745.0,2320.0
"Lafayette Hills, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"St. Mary, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Lincoln Park, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Slater, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Greencastle, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Greenfield Park, QC",1051.0,1347.0,1347.0,3745.0,2320.0
"Greenbrier, AR",1051.0,1347.0,1347.0,3745.0,2320.0
"Mauch Chunk, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Green Village, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"Saigon, NA",1051.0,1347.0,1347.0,3745.0,2320.0
"Grassy Creek, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Ladoga, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Lake Mills, WI",1051.0,1347.0,1347.0,3745.0,2320.0
"Juneau, AK",1051.0,1347.0,1347.0,3745.0,2320.0
"Liepaja, Liepaja",1051.0,1347.0,1347.0,3745.0,2320.0
"Harristown, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Shawano, WI",1051.0,1347.0,1347.0,3745.0,2320.0
"Great Falls, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Kabul, PR",1051.0,1347.0,1347.0,3745.0,2320.0
"Lihue, HI",1051.0,1347.0,1347.0,3745.0,2320.0
"Savannah, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Lihue-Kauai, HI",1051.0,1347.0,1347.0,3745.0,2320.0
"Sleepy Eye, MN",1051.0,1347.0,1347.0,3745.0,2320.0
"Green Bottom, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Stevensville, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Jackson Heights, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Hatteras, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Smithville, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Langley, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Hebron, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"Grand Ridge, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Sarnia, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Kennett, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Jeddo, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Jasper, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Jasper, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Heidelberg, Baden-Wurttemberg",1051.0,1347.0,1347.0,3745.0,2320.0
"Kenton, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Jamesville, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Marlborough, NH",1051.0,1347.0,1347.0,3745.0,2320.0
"Siluria, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Jamestown, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Santiago, Santiago",1051.0,1347.0,1347.0,3745.0,2320.0
"Lansingburgh, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Maynardville, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Santa Paula, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Jackson, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Scituate, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Schuylerville, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Plattsburg, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Jacksonville, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"St. Charles, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Halsey Valley, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Jacksonville, OR",1051.0,1347.0,1347.0,3745.0,2320.0
"Seneca Falls, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Santiago de Cuba, Santiago de Cuba",1051.0,1347.0,1347.0,3745.0,2320.0
"Lincolnwood, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Manistee, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Granbury, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Henderson, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Singapore, NA",1051.0,1347.0,1347.0,3745.0,2320.0
"Mariposa, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lost Nation, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Hampton, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Jerome, ID",1051.0,1347.0,1347.0,3745.0,2320.0
"Lamoni, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lamberton, MN",1051.0,1347.0,1347.0,3745.0,2320.0
"Haw River, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Jessup, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"LaSalle, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Snake Creek, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Jewett, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Lacona, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Lone Elm, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Laconia, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Havana, AR",1051.0,1347.0,1347.0,3745.0,2320.0
"Lakewood, FL",1051.0,1347.0,1347.0,3745.0,2320.0
"Liberty, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Stonington, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"Snow Hill, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Grandview, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Soddy-Daisy, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Marion, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Landstuhl, Rhineland-Palatinate",1051.0,1347.0,1347.0,3745.0,2320.0
"Hazleton, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Maxwell, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"St. Clair, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Hayden, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Society Hill, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Hazel Green, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Jenkinsville, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Landrus, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Maple City, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Keeler, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Landes de Bussac, Nouvelle-Aquitaine",1051.0,1347.0,1347.0,3745.0,2320.0
"Mao, Valverde",1051.0,1347.0,1347.0,3745.0,2320.0
"Hawthorne, NV",1051.0,1347.0,1347.0,3745.0,2320.0
"Greene County, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Glasgow, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Chattahoochee, FL",1051.0,1347.0,1347.0,3745.0,2320.0
"Chatham, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Northbridge, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Chatham Hill, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Northfield, VT",1051.0,1347.0,1347.0,3745.0,2320.0
"Norton, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Charlestown, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Charleston, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Warrington, Cheshire",1051.0,1347.0,1347.0,3745.0,2320.0
"Chelmsford, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Chapel Hill, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Channelview, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Waseca, MN",1051.0,1347.0,1347.0,3745.0,2320.0
"Washburn, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Chambersburg, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Chalmette, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Ceredo, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Centre, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Centre Hall, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Centralia, WA",1051.0,1347.0,1347.0,3745.0,2320.0
"Warwick, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"Randolph, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"North Star, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Warfordsburg, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Rathroe, Tipperary",1051.0,1347.0,1347.0,3745.0,2320.0
"Clarence, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Clare, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Clanton, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Ciudad Juarez, Chihuahua",1051.0,1347.0,1347.0,3745.0,2320.0
"North Battleford, SK",1051.0,1347.0,1347.0,3745.0,2320.0
"North East, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"Church Hill, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"North English, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Chouteau, OK",1051.0,1347.0,1347.0,3745.0,2320.0
"Choudrant, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Walpole Island, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"North Gower, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"North Haven, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"North Henderson, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Chilhowie, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Chicopee Falls, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Wana, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Chester, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"North Powell, VT",1051.0,1347.0,1347.0,3745.0,2320.0
"North Scituate, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Central Square, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Clarion, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Central Falls, RI",1051.0,1347.0,1347.0,3745.0,2320.0
"Centerville, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Canberra, Capital Territory",1051.0,1347.0,1347.0,3745.0,2320.0
"Cananea, Sonora",1051.0,1347.0,1347.0,3745.0,2320.0
"Campbell, NE",1051.0,1347.0,1347.0,3745.0,2320.0
"Camp LeJeune, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Weiser, ID",1051.0,1347.0,1347.0,3745.0,2320.0
"Camden County, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"Ojai, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Cambridge, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Cambria, WI",1051.0,1347.0,1347.0,3745.0,2320.0
"Canby, OR",1051.0,1347.0,1347.0,3745.0,2320.0
"Cambria Heights, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Calhoun, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Calgary, AB",1051.0,1347.0,1347.0,3745.0,2320.0
"Wellington, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Ola, AR",1051.0,1347.0,1347.0,3745.0,2320.0
"Bynum, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Wellston, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Butler, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"Butler, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Olive Hill, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Camaguey, Camaguey",1051.0,1347.0,1347.0,3745.0,2320.0
"Canisteo, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Canon, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Webster, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Centereach, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Raceland, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Oaklawn, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Cecil County, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"Catskill, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Catharpin, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Catchings, MS",1051.0,1347.0,1347.0,3745.0,2320.0
"Waukee, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Quitman, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Oatlands, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Cascade, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Cartharpin, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Wayland, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Obion County, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Oceanic, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"Queensbury, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Odessa, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Odessa, PR",1051.0,1347.0,1347.0,3745.0,2320.0
"Cape Girardeau, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Cantrall, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Oelwein, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Centerville, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Clarkesville, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Clarkton, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Norcatur, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Vaughan, MS",1051.0,1347.0,1347.0,3745.0,2320.0
"Vaughn, MT",1051.0,1347.0,1347.0,3745.0,2320.0
"Creswell, OR",1051.0,1347.0,1347.0,3745.0,2320.0
"Crest Hill, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Creighton, NE",1051.0,1347.0,1347.0,3745.0,2320.0
"Cranston, RI",1051.0,1347.0,1347.0,3745.0,2320.0
"Crane, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Crabapple, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Venice, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Varina, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"New Bethlehem, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Courtland, MS",1051.0,1347.0,1347.0,3745.0,2320.0
"Vermilion, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Vernal, UT",1051.0,1347.0,1347.0,3745.0,2320.0
"Cottonwood, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"New Castle, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Cosumnes, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"New Denver, BC",1051.0,1347.0,1347.0,3745.0,2320.0
"New Freedom, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"New Galilee, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Covington, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Navojoa, Sonora",1051.0,1347.0,1347.0,3745.0,2320.0
"Navan, ON",1051.0,1347.0,1347.0,3745.0,2320.0
"Nauvoo, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Richmond Hill, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Mystic, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"NA, St. Thomas",1051.0,1347.0,1347.0,3745.0,2320.0
"Utica, NE",1051.0,1347.0,1347.0,3745.0,2320.0
"DeLancey, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"DeKalb, TX",1051.0,1347.0,1347.0,3745.0,2320.0
"Naha AFB, Okinawa",1051.0,1347.0,1347.0,3745.0,2320.0
"Darnell, LA",1051.0,1347.0,1347.0,3745.0,2320.0
"Rich Square, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Dana, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Nara, Nara",1051.0,1347.0,1347.0,3745.0,2320.0
"Nardin, OK",1051.0,1347.0,1347.0,3745.0,2320.0
"Rhodesdale, MD",1051.0,1347.0,1347.0,3745.0,2320.0
"Dallas, MI",1051.0,1347.0,1347.0,3745.0,2320.0
"Rhems, SC",1051.0,1347.0,1347.0,3745.0,2320.0
"Cynthiana, KY",1051.0,1347.0,1347.0,3745.0,2320.0
"Natick, RI",1051.0,1347.0,1347.0,3745.0,2320.0
"National City, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Van Wert County, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Cumberland Gap, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Culpeper, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Cornwall, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"New Gretna, NJ",1051.0,1347.0,1347.0,3745.0,2320.0
"New Hampton, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Corinth, VT",1051.0,1347.0,1347.0,3745.0,2320.0
"Newmarket, NH",1051.0,1347.0,1347.0,3745.0,2320.0
"WY, IA",1051.0,1347.0,1347.0,3745.0,2320.0
"Coalfield, TN",1051.0,1347.0,1347.0,3745.0,2320.0
"Cloverdale, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Reamsville, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Newport, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Clio, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Wachapreague, VA",1051.0,1347.0,1347.0,3745.0,2320.0
"Wadena, IN",1051.0,1347.0,1347.0,3745.0,2320.0
"Newtonville, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Newville, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"Nicholas, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Niles, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Clearlake, CA",1051.0,1347.0,1347.0,3745.0,2320.0
"Round Lake, IL",1051.0,1347.0,1347.0,3745.0,2320.0
"Clear Creek, MO",1051.0,1347.0,1347.0,3745.0,2320.0
"Nipawin, SK",1051.0,1347.0,1347.0,3745.0,2320.0
"Clayton, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Ray City, GA",1051.0,1347.0,1347.0,3745.0,2320.0
"Nitro, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"Rawlins, WY",1051.0,1347.0,1347.0,3745.0,2320.0
"Red Jacket, WV",1051.0,1347.0,1347.0,3745.0,2320.0
"West Bridgewater, MA",1051.0,1347.0,1347.0,3745.0,2320.0
"Newfane, NY",1051.0,1347.0,1347.0,3745.0,2320.0
"Colchester, VT",1051.0,1347.0,1347.0,3745.0,2320.0
"New Hope, AL",1051.0,1347.0,1347.0,3745.0,2320.0
"Cooperstown, ND",1051.0,1347.0,1347.0,3745.0,2320.0
"Cooleemee, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Conway, NC",1051.0,1347.0,1347.0,3745.0,2320.0
"Conway Springs, KS",1051.0,1347.0,1347.0,3745.0,2320.0
"Conneaut, OH",1051.0,1347.0,1347.0,3745.0,2320.0
"Villa Clara, NA",1051.0,1347.0,1347.0,3745.0,2320.0
"Conenaugh, PA",1051.0,1347.0,1347.0,3745.0,2320.0
"New Milford, CT",1051.0,1347.0,1347.0,3745.0,2320.0
"Commack, NY",1051.0,1347.0,1347.0,3745.0,2320.0
